id;team_id;league_id;name;alternate_name;team_location;logo_url;theme_color;created_at;updated_at
31;2ea0120e-037e-405f-a48b-1101fe7054f1;30c19a6e-da71-4fef-942c-f7cf01fd42e4;Osasuna;Osasuna;"Pamplona, Spain";https://public-assets.pred.app/market-assets/LaLiga/Osasuna_128x128.png;#A08020;2026-01-12 09:52:06.546883+00;2026-01-12 09:52:06.546883+00
32;43072d1e-ceea-49d3-a566-dbcb976afe57;30c19a6e-da71-4fef-942c-f7cf01fd42e4;Mallorca;Mallorca;"Palma de Mallorca, Spain";https://public-assets.pred.app/market-assets/LaLiga/Mallorca_128x128.png;#E00020;2026-01-12 09:52:19.936623+00;2026-01-12 09:52:19.936623+00
33;8fcde827-e4c9-4cf8-8c69-2c2fb11f8d93;30c19a6e-da71-4fef-942c-f7cf01fd42e4;Valencia;Valencia;"Valencia, Spain";https://public-assets.pred.app/market-assets/LaLiga/Valencia%20CF_128x128.png;#E08000;2026-01-12 09:52:41.136632+00;2026-01-12 09:52:41.136632+00
34;e2f8307a-727e-4c56-b666-78661545c213;30c19a6e-da71-4fef-942c-f7cf01fd42e4;Girona;Girona;"Girona, Spain";https://public-assets.pred.app/market-assets/LaLiga/Girona_128x128.png;#C00020;2026-01-12 09:52:49.708761+00;2026-01-12 09:52:49.708761+00
35;b21f17fd-7dde-4382-8889-b7e431638ba2;30c19a6e-da71-4fef-942c-f7cf01fd42e4;Oviedo;Real Oviedo;"Oviedo, Spain";https://public-assets.pred.app/market-assets/LaLiga/Real%20Oviedo_128x128.png;#E0C000;2026-01-12 09:52:58.110715+00;2026-01-12 09:52:58.110715+00
36;18d34cca-0183-4e07-b18a-309dc090fb56;30c19a6e-da71-4fef-942c-f7cf01fd42e4;Alaves;Deportivo Alavés;"Vitoria-Gasteiz, Spain";https://public-assets.pred.app/market-assets/LaLiga/Deportivo%20Alav%C3%A9s_128x128.png;#002080;2026-01-12 09:52:25.512945+00;2026-01-12 09:52:25.512945+00
37;6178cdb6-ec8a-4488-93fc-608e6dae5939;30c19a6e-da71-4fef-942c-f7cf01fd42e4;Sociedad;Real Sociedad de Fútbol;"San Sebastián, Spain";https://public-assets.pred.app/market-assets/LaLiga/Real%20Sociedad_128x128.png;#0040A0;2026-01-12 09:52:36.533791+00;2026-01-12 09:52:36.533791+00
38;a7525b51-fe06-43a6-850a-49a59e70a7dd;30c19a6e-da71-4fef-942c-f7cf01fd42e4;Getafe;Getafe;"Getafe, Spain";https://public-assets.pred.app/market-assets/LaLiga/Getafe%20CF_128x128.png;#0040A0;2026-01-12 09:51:57.157732+00;2026-01-12 09:51:57.157732+00
39;abcd220d-cd4a-4e08-9906-f98355995448;30c19a6e-da71-4fef-942c-f7cf01fd42e4;Levante;Levante UD ;"Valencia, Spain";https://public-assets.pred.app/market-assets/LaLiga/Levente_128x128.png;#A00020;2026-01-12 09:53:04.295558+00;2026-01-12 09:53:04.295558+00
40;79391f56-a0e9-4bb0-9fd2-2bce07b14eec;30c19a6e-da71-4fef-942c-f7cf01fd42e4;Rayo;Rayo Vallecano;"Madrid, Spain";https://public-assets.pred.app/market-assets/LaLiga/Rayo%20Vallecano_128x128.png;#808020;2026-01-12 09:52:32.345046+00;2026-01-12 09:52:32.345046+00
41;136c29f5-3cdc-407e-8a59-4aea06df546f;30c19a6e-da71-4fef-942c-f7cf01fd42e4;Others;Others_LaLiga;Others;https://public-assets.pred.app/market-assets/League_Logos/League_Logos_3X/Group%2035_128x128.png;#D5CC34;2026-01-24 11:08:51.384973+00;2026-01-24 11:08:51.384973+00
42;6e4dacd3-941f-4226-954c-b76b1a656b46;cc0d8029-3294-417f-b04f-bdc4d7fb8675;Olympiacos;Olympiacos FC;"Piraeus, Greece";https://public-assets.pred.app/market-assets/UCL/Olympiacos_128x128.png;#E0A0A0;2026-01-14 07:37:13.873688+00;2026-01-14 07:37:13.873688+00
43;"0136b4df-adcc-4066-b000-3a55a8cc1802";cc0d8029-3294-417f-b04f-bdc4d7fb8675;Pafos;Pafos FC;"Paphos, Cyprus";https://public-assets.pred.app/market-assets/UCL/Pafos_128x128.png;#002060;2026-01-14 07:37:21.69668+00;2026-01-14 07:37:21.69668+00
44;7ad216d4-475e-4b21-9da9-07bab6487577;cc0d8029-3294-417f-b04f-bdc4d7fb8675;PSG;Paris Saint-Germain FC;"Paris, France";https://public-assets.pred.app/market-assets/UCL/Paris-saint-germain_128x128.png;#004060;2026-01-14 07:37:30.097362+00;2026-01-14 07:37:30.097362+00
45;c9f8482d-b181-4806-835c-a823159ad9c4;cc0d8029-3294-417f-b04f-bdc4d7fb8675;PSV;PSV Eindhoven;"Eindhoven, Netherlands";https://public-assets.pred.app/market-assets/UCL/PSV_128x128.png;#A08040;2026-01-14 07:37:39.25367+00;2026-01-14 07:37:39.25367+00
46;3c7acdf8-fe18-4007-b4a9-81b6f5747677;cc0d8029-3294-417f-b04f-bdc4d7fb8675;Qarabag;Qarabag FK;"Baku, Azerbaijan";https://public-assets.pred.app/market-assets/UCL/Qarabag_128x128.png;#2C9CDB;2026-01-14 07:37:51.964239+00;2026-01-14 07:37:51.964239+00
47;5a263d1e-b4c6-4355-9eed-9304c891b3f1;cc0d8029-3294-417f-b04f-bdc4d7fb8675;Real Madrid;Real Madrid CF;"Madrid, Spain";https://public-assets.pred.app/market-assets/UCL/Real-madrid_128x128.png;#E0A000;2026-01-14 07:37:59.185927+00;2026-01-14 07:37:59.185927+00
48;e24a14a9-0893-4777-8102-8c284fd4c5df;cc0d8029-3294-417f-b04f-bdc4d7fb8675;Slavia;SK Slavia Praha;"Prague, Czech Republic";https://public-assets.pred.app/market-assets/UCL/Slavia-Praha_128x128.png;#E00020;2026-01-14 07:38:07.608716+00;2026-01-14 07:38:07.608716+00
49;"014f6af1-4aa7-47cf-8a70-46f83924a313";cc0d8029-3294-417f-b04f-bdc4d7fb8675;Atletico;Atletico de Madrid;"Madrid, Spain";https://public-assets.pred.app/market-assets/UCL/Atletico-madrid_128x128.png;#202040;2026-01-14 07:33:05.672276+00;2026-01-14 07:33:05.672276+00
50;"035c3d0f-d59b-4cf5-85eb-3b037b135138";cc0d8029-3294-417f-b04f-bdc4d7fb8675;Arsenal;Arsenal FC;"London, England";https://public-assets.pred.app/market-assets/UCL/Arsenal_128x128.png;#AE2447;2026-01-14 07:30:50.370379+00;2026-01-14 07:30:50.370379+00
51;dbe4f405-1f95-4968-b54e-28bf34ffb07a;cc0d8029-3294-417f-b04f-bdc4d7fb8675;Atalanta;Atalanta BC;"Bergamo, Italy";https://public-assets.pred.app/market-assets/UCL/Atalanta_128x128.png;#5A7A8A;2026-01-14 07:32:38.527787+00;2026-01-14 07:32:38.527787+00
52;90fb7640-ad1b-4010-a26a-89031eb6e3c5;cc0d8029-3294-417f-b04f-bdc4d7fb8675;Athletic Club;Athletic Club;"Bilbao, Spain";https://public-assets.pred.app/market-assets/UCL/Athletic-club_128x128.png;#E0C020;2026-01-14 07:32:54.318608+00;2026-01-14 07:32:54.318608+00
53;fdd8f0fe-c981-41ae-b646-9717c0d0168f;cc0d8029-3294-417f-b04f-bdc4d7fb8675;Ajax;AFC Ajax;"Amsterdam, Netherlands";https://public-assets.pred.app/market-assets/UCL/Ajax_128x128.png;#E0A0A0;2026-01-14 07:33:17.870123+00;2026-01-14 07:33:17.870123+00
54;"0a77bb31-de66-4ae4-8052-26b1903223b1";cc0d8029-3294-417f-b04f-bdc4d7fb8675;Barcelona;FC Barcelona;"Barcelona, Spain";https://public-assets.pred.app/market-assets/UCL/Barcelona_128x128.png;#C0A000;2026-01-14 07:33:27.468366+00;2026-01-14 07:33:27.468366+00
55;4b85901c-588a-47af-8b41-0f6e86759b06;cc0d8029-3294-417f-b04f-bdc4d7fb8675;Bayern Munich;FC Bayern Munchen;"Munich, Germany";https://public-assets.pred.app/market-assets/UCL/Bayern-Munchen_128x128.png;#C00020;2026-01-14 07:33:43.429884+00;2026-01-14 07:33:43.429884+00
56;8bbc013f-7812-4f6f-9668-101646fa42b0;cc0d8029-3294-417f-b04f-bdc4d7fb8675;Leverkusen;Bayer 04 Leverkusen;"Leverkusen, Germany";https://public-assets.pred.app/market-assets/UCL/Bayer-Leverkusen_128x128.png;#C8686A;2026-01-14 07:33:54.373881+00;2026-01-14 07:33:54.373881+00
57;cc3dadbb-972d-4e0d-8f90-85bacee8e366;cc0d8029-3294-417f-b04f-bdc4d7fb8675;Benfica;SL Benfica;"Lisbon, Portugal";https://public-assets.pred.app/market-assets/UCL/Benfica_128x128.png;#E0C020;2026-01-14 07:34:03.468572+00;2026-01-14 07:34:03.468572+00
58;4b78bfd8-39f3-4498-8dd1-6526edfd06f0;cc0d8029-3294-417f-b04f-bdc4d7fb8675;Bodø/Glimt;FK Bodo/Glimt;"Bodø, Norway";https://public-assets.pred.app/market-assets/UCL/Bodo-Glimt_128x128.png;#E0C000;2026-01-14 07:34:14.570987+00;2026-01-14 07:34:14.570987+00
59;d7d02172-e78d-47f6-a3e1-e98e3a48d8ad;cc0d8029-3294-417f-b04f-bdc4d7fb8675;Dortmund;Borussia Dortmund;"Dortmund, Germany";https://public-assets.pred.app/market-assets/UCL/Dortmund_128x128.png;#C4C460;2026-01-14 07:34:24.529625+00;2026-01-14 07:34:24.529625+00
60;ff9b51db-4bb0-4eae-a38b-574e8e928a2e;cc0d8029-3294-417f-b04f-bdc4d7fb8675;Chelsea;Chelsea FC;"London, England";https://public-assets.pred.app/market-assets/UCL/Chelsea_128x128.png;#263697;2026-01-14 07:34:37.618619+00;2026-01-14 07:34:37.618619+00
61;acf88673-0576-48d7-8087-3af3b4bc9986;cc0d8029-3294-417f-b04f-bdc4d7fb8675;Brugge;Club Brugge KV;"Bruges, Belgium";https://public-assets.pred.app/market-assets/UCL/Club-Brugge_128x128.png;#0060A0;2026-01-14 07:34:47.914611+00;2026-01-14 07:34:47.914611+00
62;dc37fa33-a825-4a0c-9787-982e7a104a9c;cc0d8029-3294-417f-b04f-bdc4d7fb8675;Copenhagen;FC Kobenhavn;"Copenhagen, Denmark";https://public-assets.pred.app/market-assets/UCL/Copenhagen_128x128.png;#204080;2026-01-14 07:35:09.332097+00;2026-01-14 07:35:09.332097+00
63;2083d280-441e-4046-a716-80b67ba912a9;cc0d8029-3294-417f-b04f-bdc4d7fb8675;Frankfurt;Eintracht Frankfurt;"Frankfurt, Germany";https://public-assets.pred.app/market-assets/UCL/Eintracht-frankfurt_128x128.png;#C00000;2026-01-14 07:35:23.458499+00;2026-01-14 07:35:23.458499+00
64;3fd05833-ee32-4094-a3e7-c82dea312812;cc0d8029-3294-417f-b04f-bdc4d7fb8675;Inter;Inter Milan;"Milan, Italy";https://public-assets.pred.app/market-assets/UCL/Inter_128x128.png;#5A5A9A;2026-01-14 07:35:56.607268+00;2026-01-14 07:35:56.607268+00
65;7d00410f-9a93-41f3-b69a-e98ded651b4e;cc0d8029-3294-417f-b04f-bdc4d7fb8675;Kairat;FC Kairat;"Almaty, Kazakhstan";https://public-assets.pred.app/market-assets/UCL/Kairat_128x128.png;#E0C020;2026-01-14 07:36:08.934532+00;2026-01-14 07:36:08.934532+00
66;87258602-0e71-429d-9ee9-1f734d0533fa;cc0d8029-3294-417f-b04f-bdc4d7fb8675;Marseille;Olympique de Marseille;"Marseille, France";https://public-assets.pred.app/market-assets/UCL/Marseille_128x128.png;#0080C0;2026-01-14 07:36:44.24919+00;2026-01-14 07:36:44.24919+00
67;dd3cf266-21d4-4611-993c-4c2372cadcbf;cc0d8029-3294-417f-b04f-bdc4d7fb8675;Napoli;SSC Napoli;"Naples, Italy";https://public-assets.pred.app/market-assets/UCL/Napoli_128x128.png;#004080;2026-01-14 07:36:57.225782+00;2026-01-14 07:36:57.225782+00
68;650c49c5-47d2-406b-9391-5ce5e17136be;cc0d8029-3294-417f-b04f-bdc4d7fb8675;Newcastle;Newcastle United FC;"Newcastle upon Tyne, England";https://public-assets.pred.app/market-assets/UCL/Newcastle_128x128.png;#2CA2C9;2026-01-14 07:37:04.533414+00;2026-01-14 07:37:04.533414+00
69;d603ed38-cc44-4ba3-b224-db803e15d35c;cc0d8029-3294-417f-b04f-bdc4d7fb8675;Sporting CP;Sporting Clube de Portugal;"Lisbon, Portugal";https://public-assets.pred.app/market-assets/UCL/Sporting-cp_128x128.png;#008060;2026-01-14 07:38:21.26529+00;2026-01-14 07:38:21.26529+00
70;53ed0dbd-59a9-444d-bfd9-b9440979589f;cc0d8029-3294-417f-b04f-bdc4d7fb8675;Union SG;Union Saint-Gilloise;"Brussels, Belgium";https://public-assets.pred.app/market-assets/UCL/Union-Saint-Gilloise_128x128.png;#2040A0;2026-01-14 07:38:44.167902+00;2026-01-14 07:38:44.167902+00
71;7206b10b-c7a4-4f1b-a996-a80fd3af2292;cc0d8029-3294-417f-b04f-bdc4d7fb8675;Villarreal;Villarreal CF;"Villarreal, Spain";https://public-assets.pred.app/market-assets/UCL/Villarreal_128x128.png;#004080;2026-01-14 07:38:56.282203+00;2026-01-14 07:38:56.282203+00
72;bef68fe9-3572-49e5-a435-0ffda677dd5b;cc0d8029-3294-417f-b04f-bdc4d7fb8675;Monaco;AS Monaco;Monaco;https://public-assets.pred.app/market-assets/UCL/As_Monaco_128x128.png;#E00020;2026-01-14 07:36:51.01854+00;2026-01-14 07:36:51.01854+00
73;fe57eb12-c9a9-4f3e-8a89-fe67ae15690f;cc0d8029-3294-417f-b04f-bdc4d7fb8675;Spurs;Tottenham Hotspur FC;"London, England";https://dev-frankfurt-assets.pred.app/market-assets/Tottehham_128x128.png;#2645B0;2026-01-14 07:38:34.929632+00;2026-01-14 07:38:34.929632+00
74;a85316d4-79ef-433e-838a-4554f1afb8e8;cc0d8029-3294-417f-b04f-bdc4d7fb8675;Juventus;Juventus FC;"Turin, Italy";https://public-assets.pred.app/market-assets/UCL/Juventus_128x128.png;#2C9CDB;2026-01-14 07:36:03.094522+00;2026-01-14 07:36:03.094522+00
75;853a8c65-0d9c-4dd8-ae5d-d05b31b6f60b;cc0d8029-3294-417f-b04f-bdc4d7fb8675;Liverpool;Liverpool FC;"Liverpool, England";https://public-assets.pred.app/market-assets/UCL/Liverpool_128x128.png;#DE2B32;2026-01-14 07:36:27.363714+00;2026-01-14 07:36:27.363714+00
76;a9b6e0b1-1aa8-4e02-8393-50e1c0c330c3;cc0d8029-3294-417f-b04f-bdc4d7fb8675;Man City;Manchester City FC;"Manchester, England";https://public-assets.pred.app/market-assets/UCL/Manchester-city_128x128.png;#368DD3;2026-01-14 07:36:35.979168+00;2026-01-14 07:36:35.979168+00
77;a804f0ad-49e6-4b30-acc6-ddce6d46618f;cc0d8029-3294-417f-b04f-bdc4d7fb8675;Galatasaray;Galatasaray SK;"Istanbul, Turkey";https://public-assets.pred.app/market-assets/UCL/Galatasaray_128x128.png;#E0A000;2026-01-19 11:28:12.397994+00;2026-01-19 11:28:12.397994+00
78;a32e3fa1-7f44-47dd-96b2-198ff4db0195;cc0d8029-3294-417f-b04f-bdc4d7fb8675;Others;Others_UCL;Others;https://public-assets.pred.app/market-assets/League_Logos/League_Logos_3X/Group%2035_128x128.png;#D5CC34;2026-01-14 07:57:17.114801+00;2026-01-14 07:57:17.114801+00
10;757e6e74-9cd6-47df-9fb0-5ed8514426df;de1bd252-baf5-4417-89ba-77d635f5f8f0;Man Utd;Man United;"Manchester, England";https://dev-frankfurt-assets.pred.app/market-assets/manchesterunited_128x128.png;#B9232C;2025-10-31 05:18:58.135502+00;2025-10-31 05:18:58.135502+00
100;f77fce9b-ce8f-4605-a9f4-dba2b4600402;f2146aa7-1d02-4df3-8a28-34638de9a3e8;Russia;Russia_FIFA_Friendlies;Russia;https://public-assets.pred.app/market-assets/FIFA/FIFA-teams/russia_128x128.png;#285CAC;2026-03-27 04:29:07.994839+00;2026-03-27 04:29:07.994839+00
101;3fbc945d-d0d1-4453-80aa-396884f78e87;f2146aa7-1d02-4df3-8a28-34638de9a3e8;Nicaragua;Nicaragua_FIFA_Friendlies;Nicaragua;https://public-assets.pred.app/market-assets/FIFA/FIFA-teams/nicaragua_128x128.png;#0060C0;2026-03-27 04:30:15.601814+00;2026-03-27 04:30:15.601814+00
102;7b46ddb8-77c8-4199-91de-070861231a95;f2146aa7-1d02-4df3-8a28-34638de9a3e8;Andorra;Andorra_FIFA_Friendlies;Andorra;https://public-assets.pred.app/market-assets/FIFA/FIFA-teams/andorra_128x128.png;#C00020;2026-03-25 07:16:31.692842+00;2026-03-25 07:16:31.692842+00
103;773738a3-a646-44d3-a510-67b1230eb883;f2146aa7-1d02-4df3-8a28-34638de9a3e8;Armenia;Armenia_FIFA_Friendlies;Armenia;https://public-assets.pred.app/market-assets/FIFA/FIFA-teams/armenia_128x128.png;#D90012;2026-03-25 07:16:40.561141+00;2026-03-25 07:16:40.561141+00
104;3c68e5e7-4d08-4e9a-8b78-b8aed940c247;f2146aa7-1d02-4df3-8a28-34638de9a3e8;Georgia;Georgia_FIFA_Friendlies;Georgia;https://public-assets.pred.app/market-assets/FIFA/FIFA-teams/georgia_128x128.png;#CC2B1D;2026-03-25 07:18:11.760115+00;2026-03-25 07:18:11.760115+00
105;37266126-b332-4cb2-b0ba-85056a1662c7;f2146aa7-1d02-4df3-8a28-34638de9a3e8;Belarus;Belarus_FIFA_Friendlies;Belarus;https://public-assets.pred.app/market-assets/FIFA/FIFA-teams/belarus_128x128.png;#C00020;2026-03-25 07:17:09.685543+00;2026-03-25 07:17:09.685543+00
106;d6f3fe5e-8c25-4cba-a8dc-45ae567cf5b3;f2146aa7-1d02-4df3-8a28-34638de9a3e8;Israel;Israel_FIFA_Friendlies;Israel;https://public-assets.pred.app/market-assets/FIFA/FIFA-teams/israel_128x128.png;#004A93;2026-03-25 07:19:05.193886+00;2026-03-25 07:19:05.193886+00
107;56f777c0-dcbf-4de5-8f63-c2483c844324;f2146aa7-1d02-4df3-8a28-34638de9a3e8;Moldova;Moldova_FIFA_Friendlies;Moldova;https://public-assets.pred.app/market-assets/FIFA/FIFA-teams/moldova_128x128.png;#0044AA;2026-03-25 07:19:24.728482+00;2026-03-25 07:19:24.728482+00
108;d6956567-44d7-4a51-9b76-73495a174ef0;f2146aa7-1d02-4df3-8a28-34638de9a3e8;Montenegro;Montenegro_FIFA_Friendlies;Montenegro;https://public-assets.pred.app/market-assets/FIFA/FIFA-teams/montenegro_128x128.png;#C85A5A;2026-03-25 07:19:33.293247+00;2026-03-25 07:19:33.293247+00
